source;target;count
6832A;4110C;1
6832A;4399C;1
6832A;5510Z;4
6832A;5520Z;4
6832A;5610A;1
6832A;6201Z;1
6832A;6619B;1
6832A;6630Z;1
6832A;6810Z;7
6832A;6820A;9
6832A;6820B;36
6832A;6831Z;30
6832A;6832A;8
6832A;6832B;1
6832A;7010Z;2
6832A;7022Z;1
6832A;7410Z;1
6832A;7490B;1
6832A;7990Z;1
6832A;8110Z;3
6832A;8121Z;1
6832A;8710A;2
6832A;8730A;2
6832A;9420Z;1
6832A;9609Z;1
6832B;6420Z;2
6832B;6619B;3
6832B;6622Z;1
6832B;6810Z;1
6832B;6831Z;2
6832B;6832A;1
6832B;7022Z;2
6832B;7112B;1
6910Z;4110D;1
6910Z;6910Z;1
6910Z;7022Z;3
6910Z;7111Z;1
6910Z;7312Z;1
6910Z;7490B;1
6910Z;8291Z;1
6920Z;0126Z;1
6920Z;4511Z;1
6920Z;4673A;1
6920Z;4690Z;1
6920Z;6420Z;8
6920Z;6430Z;1
6920Z;6619B;4
6920Z;6630Z;7
6920Z;6810Z;3
6920Z;6820A;2
6920Z;6820B;8
6920Z;6831Z;1
6920Z;6910Z;1
6920Z;6920Z;11
6920Z;7010Z;3
6920Z;7022Z;51
6920Z;7112B;1
6920Z;7740Z;1
6920Z;8211Z;5
6920Z;8299Z;3
7010Z;0121Z;1
7010Z;0145Z;1
7010Z;1071C;2
7010Z;1392Z;1
7010Z;1623Z;1
7010Z;1721C;1
7010Z;1729Z;1
7010Z;1812Z;1
7010Z;2014Z;1
7010Z;2030Z;1
7010Z;2332Z;1
7010Z;2561Z;1
7010Z;3109B;1
7010Z;3312Z;1
7010Z;3320B;1
7010Z;3320D;1
7010Z;3511Z;1
7010Z;3821Z;1
7010Z;3832Z;1
7010Z;4110A;1
7010Z;4120B;1
7010Z;4222Z;1
7010Z;4299Z;1
7010Z;4321A;2
7010Z;4332C;1
7010Z;4334Z;1
7010Z;4339Z;1
7010Z;4391A;1
7010Z;4391B;1
7010Z;4399C;1
7010Z;4511Z;2
7010Z;4520A;5
7010Z;4531Z;1
7010Z;4532Z;1
7010Z;4540Z;1
7010Z;4613Z;1
7010Z;4617A;2
7010Z;4617B;1
7010Z;4618Z;2
7010Z;4619A;1
7010Z;4619B;3
7010Z;4634Z;2
7010Z;4639B;1
7010Z;4651Z;2
7010Z;4666Z;1
7010Z;4669A;1
7010Z;4669B;1
7010Z;4673A;1
7010Z;4711B;4
7010Z;4711C;2
7010Z;4711D;6
7010Z;4711F;1
7010Z;4722Z;2
7010Z;4725Z;1
7010Z;4729Z;1
7010Z;4742Z;1
7010Z;4759B;3
7010Z;4762Z;1
7010Z;4764Z;1
7010Z;4771Z;5
7010Z;4773Z;1
7010Z;4775Z;1
7010Z;4776Z;1
7010Z;4779Z;2
7010Z;4781Z;1
7010Z;4789Z;1
7010Z;4791B;3
7010Z;4932Z;2
7010Z;4941A;1
7010Z;4941B;1
7010Z;5020Z;1
7010Z;5222Z;1
7010Z;5320Z;1
7010Z;5510Z;9
7010Z;5520Z;3
7010Z;5610A;12
7010Z;5610C;6
7010Z;5621Z;1
7010Z;5630Z;2
7010Z;5829C;2
7010Z;5914Z;1
7010Z;6202A;5
7010Z;6203Z;1
7010Z;6420Z;79
7010Z;6430Z;4
7010Z;6619A;1
7010Z;6619B;1
7010Z;6630Z;29
7010Z;6810Z;7
7010Z;6820A;2
7010Z;6820B;31
7010Z;6831Z;3
7010Z;6920Z;7
7010Z;7010Z;51
7010Z;7021Z;1
7010Z;7022Z;41
7010Z;7111Z;4
7010Z;7112B;12
7010Z;7311Z;1
7010Z;7410Z;1
7010Z;7490A;3
7010Z;7490B;1
7010Z;7711A;2
7010Z;7711B;1
7010Z;7734Z;1
7010Z;7739Z;1
7010Z;7740Z;6
7010Z;7820Z;1
7010Z;7830Z;12
7010Z;7911Z;1
7010Z;8121Z;2
7010Z;8211Z;21
7010Z;8299Z;24
7010Z;8710A;1
7010Z;8730A;2
7010Z;8810A;1
7010Z;8891A;1
7010Z;9311Z;2
7010Z;9511Z;1
7010Z;9529Z;1
7010Z;9601B;1
7010Z;9602A;2
7010Z;9602B;1
7010Z;9603Z;1
7010Z;9609Z;2
701A;6630Z;1
701A;9604Z;1
701D;701D;1
701F;1013A;1
701F;6810Z;1
701F;7021Z;1
7021Z;1071D;1
7021Z;1512Z;1
7021Z;1812Z;1
7021Z;1813Z;1
7021Z;3511Z;1
7021Z;4299Z;1
7021Z;4322B;1
7021Z;4634Z;2
7021Z;4649Z;2
7021Z;4669C;2
7021Z;4725Z;1
7021Z;4752A;1
7021Z;4764Z;1
7021Z;4776Z;1
7021Z;4791B;2
7021Z;4941C;1
7021Z;5229B;1
7021Z;5520Z;2
7021Z;5610A;1
7021Z;5811Z;1
7021Z;5814Z;1
7021Z;5819Z;1
7021Z;5911A;1
7021Z;5911B;5
7021Z;5912Z;1
7021Z;5920Z;1
7021Z;6201Z;1
7021Z;6202A;2
7021Z;6202B;1
7021Z;6420Z;1
7021Z;6810Z;1
7021Z;6820B;1
7021Z;6831Z;5
7021Z;7010Z;1
7021Z;7021Z;23
7021Z;7022Z;31
7021Z;7111Z;1
7021Z;7112B;1
7021Z;7311Z;27
7021Z;7312Z;1
7021Z;7410Z;4
7021Z;7420Z;2
7021Z;7490B;3
7021Z;7711A;1
7021Z;7740Z;2
7021Z;7911Z;3
7021Z;7912Z;2
7021Z;7990Z;1
7021Z;8211Z;1
7021Z;8230Z;35
7021Z;8299Z;3
7021Z;8559A;11
7021Z;8559B;2
7021Z;8690F;1
7021Z;8899B;1
7021Z;9001Z;2
7021Z;9002Z;4
7021Z;9003A;1
7021Z;9003B;1
7021Z;9319Z;2
7021Z;9329Z;3
7021Z;9609Z;1
7022Z;0130Z;1
7022Z;0161Z;1
7022Z;1071C;2
7022Z;1083Z;1
7022Z;1089Z;2
7022Z;1105Z;1
7022Z;1512Z;2
7022Z;1621Z;1
7022Z;1729Z;1
7022Z;1812Z;3
7022Z;1813Z;1
7022Z;2030Z;1
7022Z;2042Z;1
7022Z;2599B;1
7022Z;2640Z;2
7022Z;2651B;1
7022Z;2711Z;1
7022Z;2790Z;1
7022Z;2829B;1
7022Z;3101Z;1
7022Z;3312Z;1
7022Z;3314Z;1
7022Z;3511Z;1
7022Z;3530Z;1
7022Z;3600Z;1
7022Z;4110A;6
7022Z;4110D;1
7022Z;4120A;1
7022Z;4120B;1
7022Z;4222Z;1
7022Z;4321A;1
7022Z;4322B;1
7022Z;4332A;1
7022Z;4332B;1
7022Z;4332C;4
7022Z;4333Z;1
7022Z;4334Z;1
7022Z;4391A;2
7022Z;4391B;2
7022Z;4399C;2
7022Z;4511Z;7
7022Z;4520A;2
7022Z;4531Z;1
7022Z;4540Z;1
7022Z;4613Z;1
7022Z;4616Z;1
7022Z;4617A;1
7022Z;4617B;5
7022Z;4618Z;1
7022Z;4619A;2
7022Z;4619B;4
7022Z;4621Z;2
7022Z;4622Z;1
7022Z;4623Z;1
7022Z;4634Z;3
7022Z;4638B;1
7022Z;4639B;2
7022Z;4641Z;1
7022Z;4642Z;2
7022Z;4644Z;2
7022Z;4645Z;1
7022Z;4646Z;2
7022Z;4648Z;1
7022Z;4649Z;4
7022Z;4651Z;1
7022Z;4652Z;3
7022Z;4662Z;1
7022Z;4663Z;1
7022Z;4666Z;1
7022Z;4669B;4
7022Z;4669C;4
7022Z;4673B;1
7022Z;4674B;1
7022Z;4675Z;1
7022Z;4676Z;1
7022Z;4690Z;5
7022Z;4711B;1
7022Z;4711C;1
7022Z;4721Z;1
7022Z;4725Z;3
7022Z;4729Z;1
7022Z;4751Z;1
7022Z;4752B;1
7022Z;4753Z;1
7022Z;4759A;2
7022Z;4759B;1
7022Z;4761Z;1
7022Z;4764Z;2
7022Z;4771Z;4
7022Z;4776Z;1
7022Z;4778C;2
7022Z;4791A;5
7022Z;4791B;7
7022Z;4799A;1
7022Z;4799B;1
7022Z;4932Z;4
7022Z;4941A;1
7022Z;4941B;1
7022Z;5010Z;1
7022Z;5110Z;1
7022Z;5221Z;1
7022Z;5222Z;1
7022Z;5229B;4
7022Z;5510Z;7
7022Z;5520Z;12
7022Z;5530Z;2
7022Z;5610A;6
7022Z;5610C;4
7022Z;5621Z;4
7022Z;5630Z;1
7022Z;5811Z;5
7022Z;5814Z;1
7022Z;5829A;2
7022Z;5829C;6
7022Z;5911A;2
7022Z;5911B;7
7022Z;5911C;1
7022Z;5912Z;2
7022Z;6110Z;2
7022Z;6120Z;1
7022Z;6190Z;1
7022Z;6201Z;9
7022Z;6202A;48
7022Z;6311Z;3
7022Z;6312Z;2
7022Z;6391Z;1
7022Z;6420Z;26
7022Z;6430Z;1
7022Z;6499Z;1
7022Z;6619B;27
7022Z;6622Z;20
7022Z;6629Z;1
7022Z;6630Z;21
7022Z;6810Z;8
7022Z;6820A;1
7022Z;6820B;21
7022Z;6831Z;35
7022Z;6832A;5
7022Z;6832B;1
7022Z;6910Z;1
7022Z;6920Z;19
7022Z;7010Z;25
7022Z;7021Z;58
7022Z;7022Z;147
7022Z;7111Z;1
7022Z;7112B;42
7022Z;7120B;6
7022Z;7219Z;2
7022Z;7311Z;28
7022Z;7312Z;4
7022Z;7320Z;8
7022Z;7410Z;13
7022Z;7420Z;3
7022Z;7430Z;2
7022Z;7490A;2
7022Z;7490B;38
7022Z;7711A;2
7022Z;7721Z;2
7022Z;7733Z;1
7022Z;7739Z;2
7022Z;7810Z;5
7022Z;7820Z;6
7022Z;7830Z;2
7022Z;7911Z;3
7022Z;7912Z;1
7022Z;7990Z;9
7022Z;8010Z;1
7022Z;8020Z;1
7022Z;8121Z;2
7022Z;8122Z;1
7022Z;8130Z;2
7022Z;8211Z;12
7022Z;8219Z;8
7022Z;8220Z;5
7022Z;8230Z;59
7022Z;8292Z;1
7022Z;8299Z;47
7022Z;8542Z;1
7022Z;8551Z;2
7022Z;8559A;50
7022Z;8559B;11
7022Z;8560Z;2
7022Z;8690A;1
7022Z;8690F;2
7022Z;8710A;1
7022Z;8891A;2
7022Z;8899B;1
7022Z;9001Z;6
7022Z;9002Z;8
7022Z;9003A;1
7022Z;9102Z;2
7022Z;9311Z;3
7022Z;9319Z;7
7022Z;9329Z;7
7022Z;9523Z;1
7022Z;9602A;1
7022Z;9603Z;1
7022Z;9604Z;1
7022Z;9609Z;5
702C;4690Z;1
702C;4932Z;1
702C;6201Z;1
702C;6810Z;1
703A;6202A;1
703A;6831Z;1
703A;7022Z;1
703A;7311Z;1
703A;8690F;1
703C;7022Z;1
7111Z;0220Z;1
7111Z;4110A;2
7111Z;4110C;1
7111Z;4110D;1
7111Z;4120A;7
7111Z;4299Z;2
7111Z;4332A;1
7111Z;4332C;1
7111Z;4673A;1
7111Z;4753Z;1
7111Z;6201Z;1
7111Z;6202A;2
7111Z;6630Z;2
7111Z;6810Z;1
7111Z;7021Z;1
7111Z;7022Z;4
7111Z;7111Z;12
7111Z;7112B;33
7111Z;7410Z;14
7111Z;7490A;5
7111Z;7490B;2
7111Z;8130Z;3
7111Z;8299Z;1
7111Z;8559A;1
7112A;4110A;1
7112A;6820B;1
7112A;7111Z;1
7112A;7112B;2
7112A;7120B;2
7112A;7490A;1
7112A;9609Z;1
7112B;1061A;1
7112B;1105Z;1
7112B;1512Z;1
7112B;1623Z;1
7112B;1812Z;1
7112B;2011Z;1
7112B;2059Z;1
7112B;2219Z;1
7112B;2222Z;1
7112B;2229A;4
7112B;2370Z;1
7112B;2511Z;1
7112B;2550B;2
7112B;2562B;6
7112B;2573A;1
7112B;2573B;1
7112B;2599B;2
7112B;2611Z;3
7112B;2612Z;1
7112B;2630Z;3
7112B;2651B;2
7112B;2660Z;1
7112B;2711Z;2
7112B;2712Z;1
7112B;2733Z;1
7112B;2790Z;3
7112B;2811Z;1
7112B;2812Z;2
7112B;2822Z;1
7112B;2825Z;1
7112B;2829A;1
7112B;2829B;2
7112B;2830Z;1
7112B;2841Z;1
7112B;2892Z;1
7112B;2893Z;1
7112B;2896Z;2
7112B;2899B;8
7112B;3011Z;2
7112B;3250A;1
7112B;3312Z;3
7112B;3314Z;1
7112B;3319Z;1
7112B;3320C;1
7112B;3511Z;12
7112B;3530Z;2
7112B;3700Z;1
7112B;4110A;4
7112B;4110C;3
7112B;4120A;11
7112B;4120B;8
7112B;4211Z;2
7112B;4222Z;4
7112B;4299Z;7
7112B;4321A;16
7112B;4322A;1
7112B;4322B;6
7112B;4329A;5
7112B;4329B;1
7112B;4331Z;2
7112B;4332A;6
7112B;4332B;2
7112B;4332C;1
7112B;4333Z;1
7112B;4339Z;2
7112B;4391A;1
7112B;4391B;1
7112B;4399A;2
7112B;4399C;4
7112B;4399D;2
7112B;4511Z;1
7112B;4540Z;1
7112B;4613Z;1
7112B;4619B;1
7112B;4643Z;2
7112B;4645Z;1
7112B;4646Z;1
7112B;4649Z;1
7112B;4651Z;1
7112B;4669A;4
7112B;4669B;7
7112B;4669C;4
7112B;4673A;3
7112B;4675Z;1
7112B;4676Z;1
7112B;4690Z;2
7112B;4752A;1
7112B;4759B;1
7112B;4771Z;1
7112B;4791B;1
7112B;5610A;1
7112B;5621Z;1
7112B;5829B;1
7112B;5829C;2
7112B;5911B;1
7112B;6120Z;1
7112B;6190Z;4
7112B;6201Z;3
7112B;6202A;22
7112B;6203Z;1
7112B;6311Z;1
7112B;6420Z;10
7112B;6619B;1
7112B;6621Z;4
7112B;6622Z;1
7112B;6630Z;3
7112B;6810Z;3
7112B;6820B;4
7112B;6831Z;1
7112B;6832A;1
7112B;7010Z;7
7112B;7021Z;1
7112B;7022Z;36
7112B;7111Z;23
7112B;7112A;1
7112B;7112B;59
7112B;7120A;1
7112B;7120B;9
7112B;7211Z;2
7112B;7219Z;3
7112B;7311Z;1
7112B;7410Z;11
7112B;7490A;14
7112B;7490B;13
7112B;7721Z;1
7112B;7739Z;1
7112B;7830Z;10
7112B;8121Z;1
7112B;8122Z;1
7112B;8130Z;2
7112B;8211Z;3
7112B;8230Z;3
7112B;8292Z;1
7112B;8299Z;5
7112B;8532Z;1
7112B;8559A;7
7112B;8690F;1
7112B;9002Z;4
7112B;9313Z;1
7112B;9319Z;1
711B;6010Z;1
711B;6831Z;1
711B;9604Z;1
7120A;2651B;1
7120A;3511Z;1
7120A;4110A;1
7120A;4312B;1
7120A;4321A;1
7120A;4332B;1
7120A;4511Z;2
7120A;4520A;3
7120A;4730Z;1
7120A;6621Z;1
7120A;6630Z;3
7120A;6810Z;1
7120A;6820A;1
7120A;6820B;7
7120A;7112B;1
7120A;7120A;2
7120A;7120B;1
7120A;7490B;2
7120A;8211Z;1
7120A;8690F;1
7120B;2573B;1
7120B;2651B;1
7120B;3312Z;1
7120B;3700Z;1
7120B;3832Z;1
7120B;4221Z;1
7120B;4321A;2
7120B;4322B;1
7120B;4399C;2
7120B;4399D;1
7120B;4613Z;1
7120B;4661Z;1
7120B;5911B;1
7120B;6201Z;1
7120B;6621Z;2
7120B;6630Z;1
7120B;6810Z;1
7120B;6820B;3
7120B;6831Z;4
7120B;6910Z;1
7120B;7010Z;2
7120B;7022Z;4
7120B;7112B;19
7120B;7120A;1
7120B;7120B;9
7120B;7420Z;1
7120B;7490A;1
7120B;7490B;10
7120B;7830Z;2
7120B;7990Z;1
7120B;8129A;1
7120B;8553Z;1
7120B;8559A;1
713G;7022Z;1
7211Z;1061A;1
7211Z;2120Z;1
7211Z;4741Z;1
7211Z;6201Z;1
7211Z;7010Z;1
7211Z;7120B;1
7211Z;7211Z;2
7211Z;7219Z;1
7211Z;7739Z;1
7219Z;2611Z;1
7219Z;3291Z;1
7219Z;3320A;1
7219Z;4639B;1
7219Z;4645Z;1
7219Z;6201Z;1
7219Z;7112B;3
7219Z;7219Z;2
7219Z;7220Z;1
7219Z;7490B;1
7219Z;8559A;1
721Z;4764Z;1
721Z;6622Z;1
7220Z;8230Z;1
7220Z;8559A;2
7220Z;9329Z;1
722A;6420Z;1
722C;5911C;1
722C;8891A;1
723Z;5911C;1
7311Z;1102A;1
7311Z;1392Z;1
7311Z;1623Z;1
7311Z;1721B;1
7311Z;1812Z;2
7311Z;1813Z;2
7311Z;2790Z;1
7311Z;4120A;1
7311Z;4321A;1
7311Z;4322B;1
7311Z;4329B;1
7311Z;4332A;1
7311Z;4332C;1
7311Z;4520A;1
7311Z;4618Z;1
7311Z;4619B;1
7311Z;4634Z;1
7311Z;4639B;1
7311Z;4642Z;2
7311Z;4649Z;1
7311Z;4652Z;1
7311Z;4665Z;1
7311Z;4690Z;2
7311Z;4719B;4
7311Z;4759B;1
7311Z;4771Z;1
7311Z;4772A;23
7311Z;4776Z;1
7311Z;4778C;3
7311Z;4791B;2
7311Z;4941A;1
7311Z;5610C;2
7311Z;5630Z;1
7311Z;5811Z;3
7311Z;5814Z;1
7311Z;5819Z;1
7311Z;5821Z;1
7311Z;5911A;1
7311Z;5911B;5
7311Z;5911C;1
7311Z;5920Z;2
7311Z;6010Z;1
7311Z;6201Z;4
7311Z;6202A;2
7311Z;6209Z;1
7311Z;6311Z;1
7311Z;6420Z;1
7311Z;6820B;4
7311Z;7010Z;2
7311Z;7021Z;20
7311Z;7022Z;9
7311Z;7112B;1
7311Z;7120B;1
7311Z;7311Z;31
7311Z;7312Z;35
7311Z;7320Z;3
7311Z;7410Z;7
7311Z;7420Z;2
7311Z;7490B;1
7311Z;7711A;2
7311Z;7739Z;1
7311Z;7740Z;1
7311Z;7830Z;1
7311Z;7990Z;6
7311Z;8020Z;1
7311Z;8211Z;1
7311Z;8220Z;4
7311Z;8230Z;30
7311Z;8299Z;4
7311Z;8551Z;1
7311Z;8559A;4
7311Z;8559B;2
7311Z;9001Z;2
7311Z;9002Z;2
7311Z;9102Z;1
7311Z;9319Z;4
7311Z;9329Z;4
7311Z;9609Z;2
7312Z;1812Z;1
7312Z;1813Z;1
7312Z;4329B;1
7312Z;4332A;2
7312Z;4619B;2
7312Z;4651Z;1
7312Z;4791B;1
7312Z;4941A;1
7312Z;5610C;1
7312Z;5621Z;1
7312Z;5814Z;2
7312Z;5911A;1
7312Z;6312Z;1
7312Z;6420Z;1
7312Z;7021Z;3
7312Z;7022Z;1
7312Z;7112B;1
7312Z;7311Z;21
7312Z;7312Z;7
7312Z;7410Z;1
7312Z;7721Z;1
7312Z;8230Z;3
7312Z;8559A;1
7320Z;1105Z;1
7320Z;1812Z;1
7320Z;4617B;1
7320Z;4649Z;1
7320Z;4791A;1
7320Z;6201Z;1
7320Z;6202A;2
7320Z;6619B;1
7320Z;7010Z;1
7320Z;7021Z;4
7320Z;7022Z;20
7320Z;7111Z;1
7320Z;7112B;1
7320Z;7320Z;8
7320Z;7490B;2
7320Z;8211Z;1
7320Z;8220Z;2
7320Z;8230Z;2
7320Z;8730A;1
7320Z;9319Z;1
7410Z;1399Z;2
7410Z;1413Z;1
7410Z;1419Z;2
7410Z;1512Z;1
7410Z;1812Z;1
7410Z;1813Z;6
7410Z;2223Z;1
7410Z;2511Z;1
7410Z;2640Z;1
7410Z;2829A;1
7410Z;3101Z;1
7410Z;3109B;1
7410Z;3212Z;1
7410Z;3213Z;1
7410Z;3299Z;1
7410Z;4120B;1
7410Z;4321A;1
7410Z;4329A;1
7410Z;4329B;1
7410Z;4332A;4
7410Z;4332C;1
7410Z;4333Z;2
7410Z;4334Z;3
7410Z;4339Z;1
7410Z;4399C;1
7410Z;4399D;1
7410Z;4520A;1
7410Z;4647Z;1
7410Z;4649Z;1
7410Z;4669C;2
7410Z;4673B;1
7410Z;4759A;7
7410Z;4771Z;1
7410Z;4778C;2
7410Z;4791B;1
7410Z;4799B;1
7410Z;5520Z;1
7410Z;5811Z;1
7410Z;5814Z;1
7410Z;5819Z;1
7410Z;5829C;2
7410Z;5911A;1
7410Z;5911B;2
7410Z;5920Z;1
7410Z;6201Z;6
7410Z;6202A;1
7410Z;6420Z;1
7410Z;6810Z;3
7410Z;6820B;2
7410Z;6831Z;5
7410Z;7010Z;2
7410Z;7022Z;2
7410Z;7111Z;16
7410Z;7112B;1
7410Z;7311Z;4
7410Z;7312Z;1
7410Z;7410Z;24
7410Z;7420Z;1
7410Z;7490A;1
7410Z;7490B;2
7410Z;7729Z;1
7410Z;8230Z;4
7410Z;8299Z;1
7410Z;8559A;2
7410Z;9003A;2
7410Z;9329Z;1
7410Z;9524Z;1
7410Z;9609Z;1
741C;7022Z;1
741C;741C;1
741E;5811Z;1
741G;1413Z;1
741G;5610A;1
741G;5911B;1
741G;6201Z;1
741G;6820A;1
741G;7022Z;2
741G;7111Z;1
741G;7112B;1
741G;7912Z;1
741G;8211Z;1
741J;4690Z;1
741J;4729Z;2
741J;4771Z;1
741J;5610C;1
741J;5819Z;1
741J;5911B;1
741J;6201Z;2
741J;6619B;1
741J;6622Z;1
741J;7022Z;1
741J;7112B;1
7420Z;4322A;1
7420Z;4322B;1
7420Z;4643Z;1
7420Z;4652Z;1
7420Z;4690Z;1
7420Z;4725Z;1
7420Z;4743Z;1
7420Z;4771Z;1
7420Z;4778A;1
7420Z;4778C;2
7420Z;4791B;1
7420Z;5510Z;1
7420Z;5610A;1
7420Z;5814Z;1
7420Z;5911A;1
7420Z;5911B;2
7420Z;6202A;2
7420Z;6820B;2
7420Z;6831Z;2
7420Z;7022Z;1
7420Z;7112A;1
7420Z;7112B;1
7420Z;7311Z;1
7420Z;7420Z;6
7420Z;7430Z;2
7420Z;7490B;1
7420Z;8559A;1
742C;7022Z;1
742C;7112B;1
7430Z;4120A;1
7430Z;4634Z;1
7430Z;6820B;1
7430Z;6831Z;1
7430Z;7990Z;1
7430Z;8211Z;1
7430Z;8299Z;2
7430Z;8559A;1
743A;6820B;1
744B;7311Z;1
748F;6420Z;1
748K;6420Z;1
748K;7022Z;1
7490A;0128Z;1
7490A;4110A;5
7490A;4110B;1
7490A;4120A;4
7490A;4120B;4
7490A;4211Z;1
7490A;4321A;1
7490A;4322B;1
7490A;4329B;1
7490A;4331Z;1
7490A;4332A;1
7490A;4332B;1
7490A;4332C;1
7490A;4339Z;1
7490A;4399C;3
7490A;4399D;1
7490A;4651Z;1
7490A;4752B;1
7490A;4759B;1
7490A;6420Z;1
7490A;6820A;1
7490A;6820B;1
7490A;6831Z;2
7490A;7010Z;3
7490A;7022Z;2
7490A;7111Z;21
7490A;7112B;76
7490A;7120B;1
7490A;7410Z;1
7490A;7490A;17
7490A;7490B;4
7490A;8121Z;1
7490B;0149Z;1
7490B;1102B;1
7490B;1723Z;1
7490B;1812Z;1
7490B;2014Z;1
7490B;2051Z;1
7490B;2612Z;1
7490B;2620Z;1
7490B;2651B;1
7490B;2815Z;1
7490B;2899B;1
7490B;3320C;1
7490B;3511Z;3
7490B;3530Z;1
7490B;3811Z;1
7490B;3821Z;2
7490B;4110A;1
7490B;4120A;1
7490B;4299Z;1
7490B;4321A;2
7490B;4322B;2
7490B;4332A;2
7490B;4332B;1
7490B;4399C;1
7490B;4511Z;1
7490B;4520A;1
7490B;4532Z;1
7490B;4616Z;1
7490B;4617B;1
7490B;4619A;2
7490B;4619B;3
7490B;4621Z;1
7490B;4634Z;2
7490B;4651Z;1
7490B;4652Z;1
7490B;4669B;2
7490B;4677Z;1
7490B;4711B;1
7490B;4725Z;2
7490B;4759A;1
7490B;4776Z;1
7490B;4778C;2
7490B;4791A;1
7490B;5210B;1
7490B;5223Z;2
7490B;5610A;2
7490B;5630Z;1
7490B;5811Z;2
7490B;5829C;1
7490B;5911A;1
7490B;5913A;1
7490B;5914Z;1
7490B;5920Z;3
7490B;6201Z;1
7490B;6202A;2
7490B;6203Z;1
7490B;6420Z;1
7490B;6612Z;1
7490B;6630Z;3
7490B;6810Z;1
7490B;6820B;3
7490B;6831Z;5
7490B;6910Z;1
7490B;7010Z;1
7490B;7021Z;4
7490B;7022Z;21
7490B;7111Z;3
7490B;7112B;19
7490B;7120B;7
7490B;7211Z;3
7490B;7219Z;2
7490B;7311Z;4
7490B;7312Z;1
7490B;7320Z;1
7490B;7410Z;3
7490B;7430Z;1
7490B;7490B;31
7490B;7739Z;1
7490B;7740Z;3
7490B;7830Z;1
7490B;7912Z;1
7490B;7990Z;1
7490B;8020Z;2
7490B;8230Z;4
7490B;8292Z;1
7490B;8299Z;5
7490B;8559A;7
7490B;8559B;3
7490B;8690F;3
7490B;9002Z;3
7490B;9319Z;1
7490B;9329Z;1
7490B;9604Z;1
7500Z;5520Z;1
7500Z;8551Z;1
7711A;0161Z;1
7711A;4321A;1
7711A;4511Z;20
7711A;4519Z;1
7711A;4520A;4
7711A;4531Z;1
7711A;4644Z;1
7711A;4711E;1
7711A;4771Z;1
7711A;4932Z;5
7711A;4939A;1
7711A;4939B;2
7711A;4941A;2
7711A;4941B;4
7711A;5110Z;1
7711A;5510Z;1
7711A;6430Z;1
7711A;6630Z;3
7711A;6810Z;1
7711A;6832A;1
7711A;7010Z;1
7711A;7022Z;1
7711A;7112B;1
7711A;7711A;15
7711A;7711B;11
7711A;7712Z;12
7711A;7721Z;2
7711A;7732Z;2
7711A;7739Z;1
7711A;7740Z;1
7711A;7911Z;1
7711A;8299Z;1
7711A;9319Z;2
7711B;4511Z;8
7711B;4791B;1
7711B;4932Z;1
7711B;7711A;4
7711B;7711B;3
7711B;7712Z;4
7712Z;4519Z;3
7712Z;4941B;2
7712Z;4941C;4
7712Z;6491Z;1
7712Z;7711A;2
7712Z;7711B;4
7712Z;7712Z;2
7712Z;7729Z;1
7712Z;7732Z;2
7712Z;7739Z;1
7712Z;8130Z;1
7712Z;9002Z;1
7721Z;2014Z;1
7721Z;3012Z;1
7721Z;4540Z;1
7721Z;4614Z;1
7721Z;4764Z;6
7721Z;5030Z;1
7721Z;5520Z;1
7721Z;5610A;2
7721Z;5610C;1
7721Z;6420Z;1
7721Z;6810Z;1
7721Z;6820B;1
7721Z;7022Z;1
7721Z;7721Z;3
7721Z;7729Z;3
7721Z;7739Z;1
7721Z;7740Z;1
7721Z;7911Z;1
7721Z;8130Z;1
7721Z;9311Z;2
7721Z;9329Z;6
7721Z;9529Z;4
7722Z;4719B;1
7722Z;5610C;1
7722Z;7721Z;1
7722Z;7722Z;1
7722Z;9002Z;2
7729Z;3320D;1
7729Z;4332A;1
7729Z;4332C;1
7729Z;4644Z;1
7729Z;4669B;1
7729Z;4669C;1
7729Z;4719B;1
7729Z;4759A;1
7729Z;4771Z;3
7729Z;4774Z;6
7729Z;4799B;1
7729Z;5610A;1
7729Z;5912Z;1
7729Z;6820B;2
7729Z;6920Z;1
7729Z;7022Z;1
7729Z;7711A;1
7729Z;7721Z;10
7729Z;7729Z;4
7729Z;7732Z;1
7729Z;7739Z;4
7729Z;8020Z;1
7729Z;8122Z;1
7729Z;8230Z;3
7729Z;8559B;1
7729Z;8690F;1
7729Z;9002Z;4
7729Z;9329Z;6
7729Z;9601A;2
7731Z;0161Z;1
7731Z;4621Z;1
7731Z;4661Z;3
7731Z;4669B;1
7731Z;5229B;1
7731Z;5610A;1
7731Z;7732Z;1
7731Z;7739Z;1
7731Z;8130Z;1
7732Z;0812Z;1
7732Z;1082Z;1
7732Z;3312Z;2
7732Z;3832Z;1
7732Z;4211Z;1
7732Z;4221Z;1
7732Z;4312A;5
7732Z;4312B;1
7732Z;4332B;1
7732Z;4391B;1
7732Z;4399B;6
7732Z;4399C;2
7732Z;4399E;13
7732Z;4540Z;1
7732Z;4661Z;1
7732Z;4663Z;2
7732Z;4673A;1
7732Z;4677Z;1
7732Z;4941A;3
7732Z;4941B;3
7732Z;4941C;2
7732Z;5520Z;1
7732Z;6820B;1
7732Z;7712Z;1
7732Z;7732Z;9
7732Z;7739Z;6
7732Z;8121Z;1
7732Z;8129B;1
7732Z;8230Z;1
7733Z;2899B;1
7733Z;4651Z;1
