source;target;count
4690Z;4711B;2
4690Z;4711C;1
4690Z;4711D;1
4690Z;4719B;4
4690Z;4721Z;1
4690Z;4725Z;2
4690Z;4729Z;1
4690Z;4751Z;3
4690Z;4752B;1
4690Z;4759A;1
4690Z;4759B;1
4690Z;4764Z;1
4690Z;4765Z;1
4690Z;4771Z;9
4690Z;4772A;1
4690Z;4776Z;1
4690Z;4778C;8
4690Z;4789Z;1
4690Z;4791A;1
4690Z;4791B;2
4690Z;4799A;1
4690Z;5210B;1
4690Z;5229B;2
4690Z;5510Z;2
4690Z;5610A;1
4690Z;5610B;1
4690Z;5610C;1
4690Z;5630Z;2
4690Z;5829C;1
4690Z;6201Z;1
4690Z;6420Z;1
4690Z;6810Z;2
4690Z;6820B;2
4690Z;6831Z;2
4690Z;7010Z;4
4690Z;7021Z;2
4690Z;7022Z;3
4690Z;7111Z;1
4690Z;7112B;2
4690Z;7219Z;1
4690Z;7311Z;2
4690Z;7410Z;1
4690Z;7490B;1
4690Z;7739Z;3
4690Z;8122Z;1
4690Z;8129B;1
4690Z;8130Z;1
4690Z;8219Z;1
4690Z;8230Z;1
4690Z;8299Z;2
4690Z;8559B;1
4690Z;9002Z;2
4690Z;9319Z;1
4690Z;9329Z;1
4690Z;9521Z;1
4690Z;9602B;1
4711A;1071D;1
4711A;4639A;1
4711A;4711B;1
4711A;4791B;1
4711B;1011Z;1
4711B;1071C;1
4711B;1071D;1
4711B;4331Z;1
4711B;4511Z;1
4711B;4540Z;1
4711B;4631Z;2
4711B;4634Z;3
4711B;4638B;2
4711B;4649Z;1
4711B;4690Z;2
4711B;4711B;37
4711B;4711C;21
4711B;4711D;27
4711B;4711F;2
4711B;4719B;4
4711B;4721Z;7
4711B;4722Z;7
4711B;4725Z;2
4711B;4726Z;1
4711B;4729Z;16
4711B;4762Z;1
4711B;4764Z;1
4711B;4771Z;1
4711B;4773Z;1
4711B;4776Z;1
4711B;4778C;9
4711B;4779Z;1
4711B;4781Z;4
4711B;4791A;4
4711B;4799A;1
4711B;4932Z;1
4711B;5510Z;1
4711B;5610A;20
4711B;5610C;26
4711B;5621Z;1
4711B;5630Z;5
4711B;6420Z;3
4711B;6619B;1
4711B;6630Z;2
4711B;6820A;1
4711B;6820B;16
4711B;6831Z;1
4711B;6832A;1
4711B;6832B;1
4711B;7010Z;7
4711B;7721Z;1
4711B;8230Z;1
4711B;9329Z;3
4711B;9602B;1
4711C;4711B;7
4711C;4711C;4
4711C;4711D;31
4711C;4719B;1
4711C;4729Z;4
4711C;4759A;1
4711C;4772B;1
4711C;4778C;1
4711C;4781Z;1
4711C;4791B;1
4711C;5510Z;1
4711C;5520Z;1
4711C;5610C;2
4711C;6420Z;2
4711C;6630Z;4
4711C;6810Z;1
4711C;6820B;16
4711C;7010Z;6
4711C;7022Z;3
4711C;8211Z;2
4711C;9329Z;1
4711D;1071C;1
4711D;4520A;1
4711D;4619B;1
4711D;4638B;1
4711D;4639B;1
4711D;4711B;9
4711D;4711C;22
4711D;4711D;33
4711D;4711E;2
4711D;4711F;36
4711D;4719B;1
4711D;4721Z;3
4711D;4722Z;1
4711D;4724Z;1
4711D;4729Z;2
4711D;4730Z;3
4711D;4771Z;1
4711D;4791A;1
4711D;5210B;1
4711D;6420Z;5
4711D;6430Z;1
4711D;6630Z;2
4711D;6810Z;1
4711D;6820B;145
4711D;6832A;1
4711D;6832B;1
4711D;7010Z;20
4711D;8211Z;1
4711D;9601A;1
4711E;4711D;1
4711E;4719B;1
4711F;4711B;1
4711F;4711D;12
4711F;4711F;7
4711F;6420Z;1
4711F;6630Z;1
4711F;6820B;3
4711F;7010Z;2
4711F;8211Z;1
4719A;1085Z;1
4719A;4719B;3
4719B;1013A;1
4719B;1039B;1
4719B;1520Z;1
4719B;1812Z;1
4719B;2041Z;1
4719B;3299Z;1
4719B;4321A;1
4719B;4322B;1
4719B;4332A;1
4719B;4511Z;3
4719B;4531Z;1
4719B;4540Z;1
4719B;4619B;3
4719B;4642Z;2
4719B;4644Z;1
4719B;4649Z;2
4719B;4669B;1
4719B;4669C;1
4719B;4671Z;2
4719B;4690Z;3
4719B;4711A;1
4719B;4711B;3
4719B;4711C;2
4719B;4711D;2
4719B;4719B;18
4719B;4721Z;2
4719B;4725Z;1
4719B;4729Z;7
4719B;4751Z;1
4719B;4752A;1
4719B;4759B;3
4719B;4762Z;1
4719B;4764Z;2
4719B;4771Z;5
4719B;4778C;5
4719B;4791A;1
4719B;4791B;1
4719B;4799A;2
4719B;5520Z;2
4719B;5610A;1
4719B;5610B;1
4719B;5610C;2
4719B;5911B;1
4719B;6202A;1
4719B;6202B;1
4719B;6630Z;1
4719B;6820B;3
4719B;6831Z;1
4719B;7010Z;2
4719B;7021Z;1
4719B;7022Z;2
4719B;7911Z;1
4719B;8299Z;1
4721Z;0111Z;1
4721Z;0113Z;1
4721Z;0124Z;1
4721Z;0130Z;1
4721Z;0141Z;1
4721Z;0150Z;1
4721Z;1032Z;1
4721Z;1039B;1
4721Z;1051A;1
4721Z;4631Z;19
4721Z;4639B;2
4721Z;4690Z;1
4721Z;4711B;7
4721Z;4711C;1
4721Z;4711D;1
4721Z;4719B;1
4721Z;4721Z;5
4721Z;4722Z;2
4721Z;4723Z;1
4721Z;4729Z;3
4721Z;4776Z;1
4721Z;4781Z;9
4721Z;4791A;1
4721Z;4791B;2
4721Z;5610A;5
4721Z;5630Z;1
4721Z;6420Z;1
4721Z;6630Z;1
4721Z;6810Z;1
4721Z;6820B;4
4721Z;7010Z;2
4721Z;7022Z;1
4721Z;8211Z;1
4721Z;8810C;1
4721Z;9329Z;1
4722Z;0142Z;1
4722Z;0147Z;1
4722Z;1011Z;10
4722Z;1013A;3
4722Z;1013B;10
4722Z;1071C;1
4722Z;1085Z;1
4722Z;4312A;1
4722Z;4322B;1
4722Z;4621Z;1
4722Z;4632A;2
4722Z;4632B;1
4722Z;4632C;1
4722Z;4639B;1
4722Z;4669B;1
4722Z;4676Z;1
4722Z;4711B;2
4722Z;4721Z;2
4722Z;4722Z;21
4722Z;4729Z;4
4722Z;4771Z;1
4722Z;4776Z;1
4722Z;4778C;1
4722Z;4781Z;9
4722Z;4941B;1
4722Z;5610A;6
4722Z;5610B;1
4722Z;5610C;8
4722Z;5621Z;11
4722Z;5629A;1
4722Z;6420Z;4
4722Z;6430Z;1
4722Z;6630Z;3
4722Z;6810Z;2
4722Z;6820B;8
4722Z;7010Z;1
4722Z;7022Z;1
4722Z;7711A;1
4722Z;7830Z;1
4722Z;9604Z;1
4723Z;0311Z;1
4723Z;0321Z;3
4723Z;1020Z;1
4723Z;4621Z;1
4723Z;4634Z;2
4723Z;4638A;6
4723Z;4690Z;1
4723Z;4711B;2
4723Z;4723Z;2
4723Z;4781Z;6
4723Z;5610A;5
4723Z;5610C;3
4723Z;6630Z;1
4723Z;6810Z;1
4723Z;6820A;1
4723Z;6820B;1
4723Z;6831Z;1
4724Z;1071A;1
4724Z;1071B;2
4724Z;1071C;12
4724Z;1071D;4
4724Z;1082Z;2
4724Z;1083Z;1
4724Z;1089Z;3
4724Z;4334Z;1
4724Z;4636Z;1
4724Z;4711C;1
4724Z;4719B;2
4724Z;4724Z;6
4724Z;4725Z;2
4724Z;4729Z;1
4724Z;4765Z;1
4724Z;4771Z;2
4724Z;4778C;2
4724Z;4779Z;1
4724Z;4799B;1
4724Z;4932Z;1
4724Z;5610A;3
4724Z;5610C;15
4724Z;5630Z;1
4724Z;6619A;1
4724Z;6820B;3
4724Z;7010Z;1
4724Z;7022Z;1
4725Z;0121Z;1
4725Z;1071B;1
4725Z;1083Z;1
4725Z;1102B;2
4725Z;1105Z;1
4725Z;1107B;1
4725Z;3511Z;1
4725Z;4617B;5
4725Z;4634Z;56
4725Z;4671Z;1
4725Z;4690Z;2
4725Z;4711B;1
4725Z;4719B;1
4725Z;4724Z;1
4725Z;4725Z;21
4725Z;4729Z;5
4725Z;4781Z;2
4725Z;4791A;1
4725Z;4791B;4
4725Z;4799A;2
4725Z;4799B;1
4725Z;5510Z;2
4725Z;5520Z;1
4725Z;5610A;25
4725Z;5610C;6
4725Z;5630Z;27
4725Z;6420Z;3
4725Z;6430Z;1
4725Z;6630Z;2
4725Z;6810Z;1
4725Z;6820A;1
4725Z;6820B;4
4725Z;6920Z;1
4725Z;7022Z;2
4725Z;7311Z;1
4725Z;9329Z;2
4726Z;4649Z;2
4726Z;4726Z;2
4726Z;4778C;1
4726Z;5630Z;1
4726Z;6420Z;1
4726Z;6810Z;1
4726Z;6820B;1
4729Z;0113Z;1
4729Z;1051C;1
4729Z;1051D;1
4729Z;1071B;1
4729Z;1071C;1
4729Z;1073Z;1
4729Z;1082Z;2
4729Z;1083Z;2
4729Z;1086Z;1
4729Z;1813Z;1
4729Z;3299Z;1
4729Z;4631Z;2
4729Z;4632B;1
4729Z;4633Z;4
4729Z;4634Z;4
4729Z;4637Z;2
4729Z;4638B;4
4729Z;4639B;3
4729Z;4645Z;1
4729Z;4649Z;2
4729Z;4690Z;2
4729Z;4711B;20
4729Z;4711C;14
4729Z;4711D;7
4729Z;4721Z;2
4729Z;4722Z;2
4729Z;4724Z;1
4729Z;4725Z;1
4729Z;4729Z;25
4729Z;4764Z;2
4729Z;4771Z;1
4729Z;4772A;1
4729Z;4773Z;1
4729Z;4775Z;2
4729Z;4776Z;1
4729Z;4778C;9
4729Z;4781Z;5
4729Z;4789Z;1
4729Z;4791B;4
4729Z;4799A;2
4729Z;4799B;1
4729Z;5520Z;5
4729Z;5530Z;1
4729Z;5610A;25
4729Z;5610C;18
4729Z;5621Z;2
4729Z;5630Z;5
4729Z;6312Z;1
4729Z;6420Z;1
4729Z;6630Z;3
4729Z;6810Z;1
4729Z;6820A;1
4729Z;6820B;3
4729Z;7010Z;2
4729Z;7311Z;1
4729Z;8690F;1
4729Z;9312Z;1
4729Z;9329Z;1
4729Z;9529Z;1
4729Z;9604Z;1
4729Z;9609Z;2
4730Z;1071C;1
4730Z;4511Z;1
4730Z;4520A;19
4730Z;4520B;1
4730Z;4532Z;5
4730Z;4661Z;1
4730Z;4671Z;3
4730Z;4673A;1
4730Z;4711B;1
4730Z;4711C;2
4730Z;4711D;1
4730Z;4724Z;1
4730Z;4726Z;4
4730Z;4730Z;11
4730Z;4778B;6
4730Z;4932Z;1
4730Z;4939B;1
4730Z;5610A;1
4730Z;5610B;1
4730Z;5610C;7
4730Z;5630Z;1
4730Z;6420Z;3
4730Z;6630Z;1
4730Z;6820B;6
4730Z;7010Z;1
4730Z;7711A;2
4730Z;8299Z;1
4741Z;1814Z;1
4741Z;3312Z;1
4741Z;4321A;1
4741Z;4615Z;1
4741Z;4649Z;2
4741Z;4651Z;28
4741Z;4652Z;1
4741Z;4666Z;4
4741Z;4669B;1
4741Z;4673B;1
4741Z;4690Z;1
4741Z;4741Z;20
4741Z;4742Z;2
4741Z;4743Z;1
4741Z;4754Z;1
4741Z;4765Z;1
4741Z;4778C;1
4741Z;4791A;1
4741Z;4791B;4
4741Z;5610A;1
4741Z;5829C;1
4741Z;6190Z;1
4741Z;6201Z;3
4741Z;6202A;13
4741Z;6202B;2
4741Z;6209Z;1
4741Z;6311Z;1
4741Z;6820B;2
4741Z;7010Z;1
4741Z;7022Z;2
4741Z;7729Z;1
4741Z;7733Z;1
4741Z;8211Z;1
4741Z;9511Z;10
4741Z;9512Z;2
4741Z;9521Z;1
4741Z;9522Z;1
4742Z;3320D;2
4742Z;4222Z;1
4742Z;4643Z;1
4742Z;4651Z;3
4742Z;4652Z;2
4742Z;4666Z;2
4742Z;4741Z;1
4742Z;4742Z;3
4742Z;4743Z;1
4742Z;4765Z;1
4742Z;4778C;1
4742Z;4779Z;1
4742Z;4791B;1
4742Z;5610C;1
4742Z;6110Z;1
4742Z;6190Z;14
4742Z;6820B;2
4742Z;7010Z;1
4742Z;7021Z;1
4742Z;7022Z;1
4742Z;7990Z;1
4742Z;8559A;1
4742Z;9002Z;1
4742Z;9511Z;3
4742Z;9512Z;3
4742Z;9521Z;1
4743Z;1105Z;1
4743Z;4321A;5
4743Z;4520B;1
4743Z;4643Z;3
4743Z;4666Z;1
4743Z;4743Z;2
4743Z;4754Z;10
4743Z;4791A;1
4743Z;4791B;2
4743Z;6202A;1
4743Z;7010Z;1
4743Z;7112B;1
4743Z;7729Z;1
4743Z;8020Z;2
4743Z;8211Z;1
4743Z;9002Z;7
4743Z;9512Z;1
4743Z;9521Z;3
4743Z;9522Z;1
4751Z;1392Z;1
4751Z;1399Z;1
4751Z;1413Z;1
4751Z;1431Z;1
4751Z;1812Z;1
4751Z;4616Z;1
4751Z;4618Z;1
4751Z;4641Z;1
4751Z;4642Z;3
4751Z;4711B;1
4751Z;4719B;3
4751Z;4751Z;15
4751Z;4759A;1
4751Z;4759B;1
4751Z;4764Z;1
4751Z;4771Z;37
4751Z;4772B;2
4751Z;4775Z;1
4751Z;4778C;2
4751Z;4782Z;3
4751Z;4791A;2
4751Z;4791B;2
4751Z;5610A;1
4751Z;5610C;1
4751Z;6820B;3
4752A;1623Z;1
4752A;2370Z;1
4752A;2511Z;1
4752A;2512Z;1
4752A;2571Z;1
4752A;2829B;1
4752A;3312Z;1
4752A;3700Z;1
4752A;4120A;1
4752A;4120B;1
4752A;4312A;1
4752A;4321A;1
4752A;4322A;1
4752A;4322B;3
4752A;4332A;10
4752A;4332B;1
4752A;4332C;1
4752A;4333Z;1
4752A;4334Z;2
4752A;4399D;12
4752A;4540Z;2
4752A;4619B;1
4752A;4638B;1
4752A;4644Z;1
4752A;4649Z;1
4752A;4661Z;4
4752A;4669B;3
4752A;4669C;2
4752A;4673A;5
4752A;4673B;8
4752A;4674A;4
4752A;4674B;2
4752A;4729Z;1
4752A;4752A;16
4752A;4752B;13
4752A;4753Z;2
4752A;4759B;9
4752A;4771Z;1
4752A;4776Z;4
4752A;4778C;6
4752A;4789Z;1
4752A;4791B;4
4752A;4799A;1
4752A;6810Z;2
4752A;6820A;1
4752A;6820B;4
4752A;7112B;1
4752A;7490B;1
4752A;8129B;1
4752A;9003A;1
4752A;9603Z;1
4752B;1039B;1
4752B;1623Z;1
4752B;2511Z;1
4752B;3312Z;1
4752B;4120B;1
4752B;4322A;1
4752B;4322B;1
4752B;4329A;1
4752B;4332A;3
4752B;4332B;2
4752B;4339Z;1
4752B;4399D;9
4752B;4519Z;1
4752B;4619A;1
4752B;4619B;1
4752B;4661Z;2
4752B;4669B;1
4752B;4669C;1
4752B;4752A;10
4752B;4752B;7
4752B;4753Z;1
4752B;4759A;1
4752B;4759B;2
4752B;4764Z;1
4752B;4941A;1
4752B;6420Z;1
4752B;7010Z;2
4752B;8130Z;1
4753Z;4333Z;2
4753Z;4334Z;1
4753Z;4673A;1
4753Z;4673B;3
4753Z;4751Z;1
4753Z;4752A;1
4753Z;4753Z;4
4753Z;6820B;1
4753Z;7022Z;1
4753Z;7410Z;1
4754Z;4321A;3
4754Z;4322B;2
4754Z;4329A;1
4754Z;4612B;1
4754Z;4637Z;1
4754Z;4643Z;1
4754Z;4711B;1
4754Z;4741Z;3
4754Z;4742Z;1
4754Z;4743Z;1
4754Z;4754Z;2
4754Z;4759A;3
4754Z;4759B;1
4754Z;4778C;2
4754Z;4779Z;3
4754Z;4791B;1
4754Z;6810Z;3
4754Z;7729Z;1
4754Z;8299Z;1
4754Z;9521Z;1
4754Z;9522Z;4
4759A;2512Z;1
4759A;3102Z;2
4759A;3103Z;1
4759A;3109B;8
4759A;4120A;1
4759A;4312A;1
4759A;4321A;1
4759A;4332A;17
4759A;4332B;3
4759A;4334Z;1
4759A;4615Z;2
4759A;4641Z;1
4759A;4647Z;8
4759A;4665Z;5
4759A;4669C;2
4759A;4673B;1
4759A;4751Z;1
4759A;4759A;14
4759A;4759B;6
4759A;4771Z;4
4759A;4778A;1
4759A;4779Z;2
4759A;4789Z;2
4759A;4791A;1
4759A;4791B;2
4759A;4799A;2
4759A;5210B;1
4759A;5610A;1
4759A;5610C;2
4759A;6420Z;1
4759A;6810Z;2
4759A;6820A;1
4759A;6820B;7
4759A;6831Z;2
4759A;6832A;1
4759A;7010Z;2
4759A;7022Z;1
4759A;7410Z;5
4759A;7740Z;1
4759A;8121Z;1
4759A;8230Z;1
4759A;9511Z;1
4759A;9609Z;1
4759B;1392Z;1
4759B;1623Z;1
4759B;2016Z;1
4759B;2229A;1
4759B;2571Z;1
4759B;3220Z;1
4759B;4312A;1
4759B;4321A;3
4759B;4322A;1
4759B;4322B;8
4759B;4332A;2
4759B;4333Z;1
4759B;4391A;1
4759B;4399D;1
4759B;4520A;1
4759B;4616Z;1
4759B;4618Z;1
4759B;4619B;1
4759B;4641Z;1
4759B;4649Z;6
4759B;4669A;1
4759B;4669B;1
4759B;4669C;3
4759B;4673A;2
4759B;4676Z;1
4759B;4690Z;3
4759B;4711B;2
4759B;4711D;1
4759B;4719B;1
4759B;4729Z;1
4759B;4741Z;1
4759B;4751Z;3
4759B;4752A;3
4759B;4752B;3
4759B;4759A;11
4759B;4759B;19
4759B;4762Z;1
4759B;4771Z;16
4759B;4778C;7
4759B;4779Z;1
4759B;4782Z;1
4759B;4791A;1
4759B;4791B;4
4759B;4932Z;1
4759B;5610A;1
4759B;5610C;2
4759B;6630Z;1
4759B;6810Z;1
4759B;6820B;2
4759B;7010Z;2
4759B;7022Z;1
4759B;7112B;1
4759B;7410Z;5
4759B;7490A;1
4759B;7729Z;2
4759B;8020Z;4
4759B;8230Z;1
4759B;8552Z;1
4759B;9001Z;1
4759B;9329Z;2
4759B;9529Z;1
4759B;9609Z;1
4761Z;1071C;1
4761Z;4649Z;4
4761Z;4690Z;2
4761Z;4719B;1
4761Z;4729Z;1
4761Z;4759A;1
4761Z;4761Z;4
4761Z;4762Z;3
4761Z;4765Z;1
4761Z;4771Z;1
4761Z;4778C;3
4761Z;5610A;1
4761Z;5610C;3
4761Z;5811Z;1
4761Z;7022Z;1
4761Z;9003B;1
4761Z;9329Z;1
4762Z;1071C;1
4762Z;1629Z;1
4762Z;4642Z;1
4762Z;4649Z;10
4762Z;4690Z;1
4762Z;4719B;2
4762Z;4726Z;1
4762Z;4729Z;2
4762Z;4741Z;1
4762Z;4742Z;1
4762Z;4761Z;43
4762Z;4762Z;13
4762Z;4772B;1
4762Z;4778C;12
4762Z;4782Z;1
4762Z;4791A;1
4762Z;5520Z;1
4762Z;5630Z;2
4762Z;5811Z;1
4762Z;6420Z;1
4762Z;6630Z;3
4762Z;6820A;1
4762Z;6820B;3
4762Z;6832A;1
4762Z;7010Z;1
4762Z;7311Z;1
4762Z;8211Z;1
4762Z;8219Z;3
4762Z;9329Z;1
4763Z;4743Z;1
4763Z;4759B;1
4763Z;4761Z;1
4763Z;5920Z;1
4763Z;6202A;1
4763Z;9002Z;2
4764Z;1812Z;1
4764Z;3011Z;1
4764Z;3092Z;2
4764Z;3230Z;2
4764Z;3311Z;1
4764Z;3315Z;5
4764Z;4312A;1
4764Z;4333Z;1
4764Z;4399D;2
4764Z;4511Z;1
4764Z;4519Z;2
4764Z;4520A;1
4764Z;4520B;1
4764Z;4540Z;3
4764Z;4614Z;1
4764Z;4618Z;2
4764Z;4622Z;1
4764Z;4623Z;1
4764Z;4642Z;3
4764Z;4647Z;1
4764Z;4649Z;5
4764Z;4669B;4
4764Z;4669C;1
4764Z;4711C;1
4764Z;4752A;1
4764Z;4752B;2
4764Z;4759A;1
4764Z;4764Z;16
4764Z;4771Z;8
4764Z;4772A;2
4764Z;4778C;4
4764Z;4781Z;1
4764Z;4789Z;1
4764Z;4791B;10
4764Z;4799A;1
4764Z;4941C;1
4764Z;5520Z;3
4764Z;5610A;6
4764Z;5610B;1
4764Z;5610C;1
4764Z;6202A;1
4764Z;6420Z;2
4764Z;6630Z;1
4764Z;6820A;3
4764Z;6820B;4
4764Z;6831Z;1
4764Z;7010Z;3
4764Z;7022Z;1
4764Z;7112B;2
4764Z;7311Z;1
4764Z;7490B;3
4764Z;7711A;1
4764Z;7721Z;107
4764Z;8121Z;1
4764Z;8130Z;1
4764Z;8230Z;1
4764Z;8551Z;3
4764Z;9311Z;1
4764Z;9312Z;1
4764Z;9319Z;3
4764Z;9329Z;2
4764Z;9529Z;2
4765Z;4649Z;1
4765Z;4741Z;1
4765Z;4759B;1
4765Z;4765Z;1
4765Z;4771Z;2
4765Z;4791B;2
4765Z;5814Z;1
4765Z;9329Z;1
4771Z;1052Z;1
4771Z;1413Z;3
4771Z;3213Z;2
4771Z;3250B;1
4771Z;4110C;1
4771Z;4312A;1
4771Z;4321A;1
4771Z;4332C;1
4771Z;4511Z;1
4771Z;4532Z;1
4771Z;4616Z;2
4771Z;4642Z;20
4771Z;4646Z;1
4771Z;4649Z;2
4771Z;4651Z;1
4771Z;4690Z;2
4771Z;4721Z;1
4771Z;4725Z;1
4771Z;4726Z;1
4771Z;4729Z;2
4771Z;4751Z;5
4771Z;4759A;1
4771Z;4759B;3
4771Z;4761Z;1
4771Z;4764Z;14
4771Z;4771Z;26
4771Z;4772A;13
4771Z;4775Z;1
4771Z;4777Z;2
4771Z;4778C;7
4771Z;4779Z;1
4771Z;4782Z;5
4771Z;4791A;3
4771Z;4791B;8
4771Z;5210B;1
4771Z;5610A;4
4771Z;5610C;3
4771Z;5911B;1
4771Z;6420Z;1
4771Z;6622Z;1
4771Z;6630Z;3
4771Z;6810Z;3
4771Z;6820B;17
4771Z;6831Z;2
4771Z;7010Z;8
4771Z;7021Z;1
4771Z;7022Z;6
4771Z;7112B;1
4771Z;7410Z;2
4771Z;7420Z;1
4771Z;7721Z;1
4771Z;7740Z;1
4771Z;8559A;1
4771Z;8690F;1
4771Z;9529Z;1
4771Z;9602B;3
4771Z;9609Z;2
4772A;4618Z;1
4772A;4619B;1
4772A;4642Z;5
4772A;4648Z;1
4772A;4671Z;1
4772A;4719B;2
4772A;4721Z;1
4772A;4771Z;13
4772A;4772A;2
4772A;4777Z;1
4772A;4778C;2
4772A;4791B;1
4772A;5510Z;1
4772A;5610C;1
4772A;5630Z;1
4772A;6201Z;1
4772A;6420Z;1
4772A;6630Z;1
4772A;6810Z;2
4772A;6820A;1
4772A;6820B;3
4772A;6831Z;1
4772A;7022Z;3
4772A;7311Z;1
4772A;9602B;1
4772B;4642Z;1
4772B;4690Z;1
4772B;4711B;1
4772B;4771Z;2
4772B;4772B;2
4772B;4778C;3
4772B;6420Z;1
4772B;6810Z;1
4772B;7022Z;1
4772B;8559B;1
4773Z;4619B;1
4773Z;4711B;1
4773Z;4773Z;2
4773Z;4774Z;4
4773Z;4775Z;2
4773Z;6420Z;2
4773Z;6430Z;1
4773Z;6630Z;3
4773Z;6810Z;1
4773Z;6820B;7
4773Z;7211Z;1
4773Z;7219Z;1
4773Z;7410Z;2
4773Z;7729Z;1
4774Z;2660Z;2
4774Z;3250A;2
4774Z;4333Z;1
4774Z;4646Z;15
4774Z;4773Z;1
4774Z;4774Z;5
4774Z;4791A;1
4774Z;4791B;2
4774Z;4799A;3
4774Z;6201Z;1
4774Z;6820B;1
4774Z;7010Z;1
4774Z;7729Z;19
4774Z;7739Z;1
4774Z;8610Z;1
4775Z;2042Z;4
4775Z;2053Z;1
4775Z;4645Z;7
4775Z;4646Z;1
4775Z;4669C;1
4775Z;4690Z;2
4775Z;4711B;1
4775Z;4729Z;3
4775Z;4751Z;1
4775Z;4772B;1
4775Z;4774Z;1
4775Z;4775Z;19
4775Z;4778C;3
4775Z;4789Z;1
4775Z;4791B;2
4775Z;4799A;1
4775Z;6420Z;2
4775Z;6820B;1
4775Z;6831Z;3
4775Z;7010Z;1
4775Z;7021Z;1
4775Z;7022Z;1
4775Z;8559A;2
4775Z;9602A;5
4775Z;9602B;15
4775Z;9604Z;2
4775Z;9609Z;1
4776Z;0119Z;1
4776Z;0130Z;2
4776Z;4329B;1
4776Z;4333Z;1
4776Z;4511Z;2
4776Z;4622Z;1
4776Z;4623Z;1
4776Z;4639B;1
4776Z;4661Z;1
4776Z;4669B;1
4776Z;4675Z;3
4776Z;4711B;1
4776Z;4711C;1
4776Z;4729Z;1
4776Z;4752B;3
4776Z;4762Z;1
4776Z;4773Z;1
4776Z;4776Z;7
4776Z;4778C;5
4776Z;4789Z;5
4776Z;4791B;1
4776Z;5520Z;1
4776Z;5610A;1
4776Z;5610C;1
4776Z;5621Z;1
4776Z;6420Z;2
4776Z;6430Z;1
4776Z;6630Z;2
4776Z;6810Z;1
4776Z;6820B;3
4776Z;7022Z;2
4776Z;7420Z;1
4776Z;7721Z;1
4776Z;8121Z;1
4776Z;8130Z;5
4776Z;8299Z;1
4776Z;9329Z;1
4776Z;9603Z;4
4776Z;9609Z;3
4777Z;2652Z;1
4777Z;3212Z;7
4777Z;3213Z;3
4777Z;3250A;1
4777Z;4618Z;2
4777Z;4637Z;1
4777Z;4648Z;2
4777Z;4711B;1
4777Z;4771Z;1
4777Z;4776Z;1
4777Z;4777Z;3
4777Z;4778C;4
4777Z;4791B;1
4777Z;5210B;1
4777Z;5510Z;1
4777Z;6420Z;3
4777Z;6630Z;5
4777Z;6820B;2
4777Z;7010Z;2
4777Z;7022Z;1
4777Z;7311Z;1
4777Z;9525Z;4
4777Z;9602A;1
4778A;0113Z;1
4778A;1085Z;1
4778A;1105Z;1
4778A;2670Z;3
4778A;3250B;4
4778A;4511Z;1
4778A;4643Z;1
4778A;4646Z;1
4778A;4649Z;2
4778A;4669B;2
4778A;4751Z;1
4778A;4759A;1
4778A;4774Z;3
4778A;4778A;3
4778A;4778C;4
4778A;4789Z;1
4778A;5210B;1
4778A;5520Z;3
4778A;5829C;1
4778A;6420Z;3
4778A;6630Z;2
4778A;6810Z;3
4778A;6820B;7
4778A;7010Z;4
4778A;7022Z;3
4778A;7420Z;18
4778A;7740Z;1
4778A;8299Z;1
4778A;8559A;1
4778B;0161Z;1
4778B;0220Z;2
4778B;1610A;1
4778B;4322B;1
4778B;4612B;1
4778B;4634Z;1
4778B;4671Z;21
4778B;4673A;3
4778B;4690Z;1
4778B;4730Z;2
4778B;4778B;5
4778B;4778C;1
4778B;4791A;1
4778B;4791B;4
4778B;4799A;5
4778B;4799B;1
4778B;6630Z;1
4778B;6820B;1
4778B;7490B;1
4778B;7739Z;1
4778B;8122Z;1
4778C;0111Z;1
4778C;0161Z;2
4778C;1071B;1
4778C;1083Z;1
4778C;1086Z;1
4778C;1629Z;1
4778C;1812Z;4
4778C;2014Z;1
4778C;2229A;1
4778C;2370Z;1
4778C;2529Z;1
4778C;3012Z;1
4778C;3212Z;2
4778C;3213Z;3
4778C;3230Z;1
4778C;3312Z;2
4778C;3315Z;1
4778C;4222Z;1
4778C;4312A;1
4778C;4321A;7
4778C;4322A;1
4778C;4322B;4
4778C;4329A;2
4778C;4329B;1
4778C;4332A;5
4778C;4332B;1
4778C;4332C;1
4778C;4339Z;1
4778C;4391A;1
4778C;4399D;1
4778C;4511Z;3
4778C;4613Z;1
4778C;4618Z;1
4778C;4619B;3
4778C;4634Z;1
4778C;4637Z;1
4778C;4638B;1
4778C;4641Z;1
4778C;4642Z;3
4778C;4644Z;1
4778C;4645Z;1
4778C;4647Z;1
4778C;4649Z;11
4778C;4651Z;2
4778C;4652Z;2
4778C;4663Z;1
4778C;4665Z;1
4778C;4666Z;1
4778C;4669A;2
4778C;4669B;3
4778C;4669C;1
4778C;4673B;2
4778C;4675Z;1
4778C;4676Z;3
4778C;4690Z;9
4778C;4711B;3
4778C;4711D;1
4778C;4711F;1
4778C;4719B;9
4778C;4721Z;2
4778C;4724Z;1
4778C;4725Z;2
4778C;4729Z;10
4778C;4741Z;4
4778C;4751Z;5
4778C;4752A;4
4778C;4752B;1
4778C;4754Z;1
4778C;4759A;3
4778C;4759B;5
4778C;4761Z;3
4778C;4762Z;5
